Accession,Description,Peptides,39383 WASH 1,39384 WASH 2,39385 WASH 3,39386 Control 1,39387 Control 2,39388 Control 3,39389 QC Pool 1,39389 QC Pool 2,39389 QC Pool 3
Q6NVE9,Protein phosphatase PTC7 homolog OS=Mus musculus OX=10090 GN=Pptc7 PE=1 SV=1,5,97608945.5,133190778,56138206.25,0,0,4754285.875,50880315,43359393.5,34026960
Q6NVF0,Inositol polyphosphate 5-phosphatase OCRL-1 OS=Mus musculus OX=10090 GN=Ocrl PE=1 SV=1,4,23320246.5,32488656.25,17778467,10817329.5,11956158.5,20697693.25,23849126,24602084,27956364
Q6NXK7,Inactive dipeptidyl peptidase 10 OS=Mus musculus OX=10090 GN=Dpp10 PE=1 SV=1,19,434900876.5,334846585.8,351437616.3,413354698,442441678.8,446616656.3,433403446.4,390484667.5,373269063.3
Q6NZC7,SEC23-interacting protein OS=Mus musculus OX=10090 GN=Sec23ip PE=1 SV=2,4,50745409,54485648.25,48631195.5,58366211,55231840,46197088.25,39115051.75,51982906.25,51210193.5
Q6NZJ6,Eukaryotic translation initiation factor 4 gamma 1 OS=Mus musculus OX=10090 GN=Eif4g1 PE=1 SV=1,12,143297528,116959999.6,133110979.5,109591730,105244157.6,102002575.4,121557262.1,93109176.63,107582960.6
Q6NZL0,Protein SOGA3 OS=Mus musculus OX=10090 GN=Soga3 PE=1 SV=2,12,151418285.3,130106928.3,88232683,74223378.13,73160139.38,83873757.13,97350467.13,98010429.88,93705049.38
Q6P069,Sorcin OS=Mus musculus OX=10090 GN=Sri PE=1 SV=1,4,66175803,53896544,57640873,52606190.5,50024983,45891006.5,50198057,55044303,57334325
Q6P1B1,Xaa-Pro aminopeptidase 1 OS=Mus musculus OX=10090 GN=Xpnpep1 PE=1 SV=1,20,546280233,467328015.5,355232461.4,454433496.5,482953665.5,421560060,431582494.5,428475833,438367443.5
Q6P1F6,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Mus musculus OX=10090 GN=Ppp2r2a PE=1 SV=1,15,673303522.5,657946498.5,442965732,596540648.5,587739134.5,550659121,586508893.3,541062415.5,536134170
Q6P4S6,Serine/threonine-protein kinase SIK3 OS=Mus musculus OX=10090 GN=Sik3 PE=1 SV=3,9,117121402,111372351,58063947,96951627.75,106458950.5,88423531,89611288.25,125820570.8,122335602.5
Q6P4T2,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Mus musculus OX=10090 GN=Snrnp200 PE=1 SV=1,6,55754451.5,39565830.75,42769456.5,33416868,43077830.25,47198772.5,38739209.5,46305308,43491222.75
Q6P5E4,UDP-glucose:glycoprotein glucosyltransferase 1 OS=Mus musculus OX=10090 GN=Uggt1 PE=1 SV=4,8,68432390.5,63019816.75,50692794.75,65099262.5,53704242,35762531,59970625,60921713.25,53868656.5
Q6P5F9,Exportin-1 OS=Mus musculus OX=10090 GN=Xpo1 PE=1 SV=1,5,83396338,62110180.5,51417253.5,55098600,32510420,44982512.5,67001814.5,57484735.5,52810879.5
Q6P6I6,DNA-directed RNA polymerase II subunit GRINL1A OS=Mus musculus OX=10090 GN=Polr2m PE=2 SV=2,1,7394764,5459305.5,987825.875,0,0,0,2121373.5,2353772.25,2022214.375
Q6P8I4,PEST proteolytic signal-containing nuclear protein OS=Mus musculus OX=10090 GN=Pcnp PE=1 SV=1,4,80026650,52788142.5,38141124.25,15224551.13,10260136,5407195,29940130.75,27895195.75,23931793.25
Q6P8X1,Sorting nexin-6 OS=Mus musculus OX=10090 GN=Snx6 PE=1 SV=2,3,16432812.5,16550126,11533186.5,4706941.5,2387950.5,5953503,11791529,17674324.5,6303683
Q6P9K8,Caskin-1 OS=Mus musculus OX=10090 GN=Caskin1 PE=1 SV=2,30,677916239.8,461784536,403869961,89564215.5,121908216.8,74494884.5,270101716.4,287759477.8,291641492.8
Q6P9K9,Neurexin-3 OS=Mus musculus OX=10090 GN=Nrxn3 PE=1 SV=2,12,278433522,247697965.5,183352056.3,271408645.5,308064910.5,255943166,276926227,250470271.3,265904214.5
Q6P9Q6,FK506-binding protein 15 OS=Mus musculus OX=10090 GN=Fkbp15 PE=1 SV=2,40,2188815897,2016523599,973411689.3,62225671.63,119941485,93741814,799429187.3,869753657,826578761
Q6P9R2,Serine/threonine-protein kinase OSR1 OS=Mus musculus OX=10090 GN=Oxsr1 PE=1 SV=1,3,32751071,25390485.5,15048228,13338272.5,6759358,11603295,17439416,20725456,19627915
Q6P9S0,MTSS1-like protein OS=Mus musculus OX=10090 GN=Mtss1l PE=1 SV=1,2,23855353,7087048.5,6355296.75,3807597.75,5470961.5,2524334.75,0,4209883,0
Q6PA06,Atlastin-2 OS=Mus musculus OX=10090 GN=Atl2 PE=1 SV=1,3,33524973.5,20502965.5,26914295.5,26872782.5,28338570.5,22161171.5,26973964,21187323,24450127
Q6PAJ1,Breakpoint cluster region protein OS=Mus musculus OX=10090 GN=Bcr PE=1 SV=3,15,182397128,143595523.3,84672175,71639656.5,69082934.5,51101807.5,95121495.31,99447779.5,104517467.3
Q6PAK3,Protein arginine N-methyltransferase 8 OS=Mus musculus OX=10090 GN=Prmt8 PE=1 SV=2,7,135749345,131457894.5,94428907,115161980,123380905,109252968.5,114967631,117106247,115222443.5
Q6PAR5,GTPase-activating protein and VPS9 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Gapvd1 PE=1 SV=2,3,30873065,18134175.5,12793733,21637432.5,14788861,17834499,14911144,15100139.5,15795481.5
Q6PAV2,Probable E3 ubiquitin-protein ligase HERC4 OS=Mus musculus OX=10090 GN=Herc4 PE=1 SV=2,1,7060685.5,4352687,4601184,3895483.75,4137988,5733704.5,3582212.5,4023912,5239710.5
Q6PB44,Tyrosine-protein phosphatase non-receptor type 23 OS=Mus musculus OX=10090 GN=Ptpn23 PE=1 SV=2,7,81188174,67982587,78799447.5,51470019.63,76574435.75,96088919.13,87482522.25,56310374.5,65857506.5
Q6PB66,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Mus musculus OX=10090 GN=Lrpprc PE=1 SV=2",22,312651808,256682957,207763207.1,136730950.5,153066868.3,134840294.3,177262474.5,202193617,206560574.3
Q6PCP5,Mitochondrial fission factor OS=Mus musculus OX=10090 GN=Mff PE=1 SV=1,4,42035716.5,34572722,31418000.75,23373277.5,21327758,20366552.25,22331042.5,25114564.5,24429861.5
Q6PD24,Ankyrin repeat domain-containing protein 13D OS=Mus musculus OX=10090 GN=Ankrd13d PE=1 SV=2,1,8252418,6329977.5,2737403.25,4614176,7117964,4000392.25,5054745.5,4228120.5,5121178.5
Q6PD28,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit beta isoform OS=Mus musculus OX=10090 GN=Ppp2r5b PE=1 SV=1,3,43104901,37077403.75,40039578,25128243.5,24546895.75,18574136,26017043.5,33043075,37927758
Q6PDI5,Proteasome adapter and scaffold protein ECM29 OS=Mus musculus OX=10090 GN=Ecpas PE=1 SV=3,7,62360908,35204116,34292570.5,17123945.25,7970743.5,13042335.25,37640951.5,38327725,26197878.5
Q6PDL0,Cytoplasmic dynein 1 light intermediate chain 2 OS=Mus musculus OX=10090 GN=Dync1li2 PE=1 SV=2,8,190130994,167161256.5,83262852.5,127703936.5,133804627,112171406.8,134322436,133420522,118430353
Q6PDM2,Serine/arginine-rich splicing factor 1 OS=Mus musculus OX=10090 GN=Srsf1 PE=1 SV=3,3,22542668.5,19965097,12415949.5,29347782.5,23879557,16712938,24534407,14712398,12142238.5
Q6PDQ2,Chromodomain-helicase-DNA-binding protein 4 OS=Mus musculus OX=10090 GN=Chd4 PE=1 SV=1,2,28956851,23550747,5196725,20543410,25273984,10002827,13249900,23476943,18945476
Q6PDS3,Sterile alpha and TIR motif-containing protein 1 OS=Mus musculus OX=10090 GN=Sarm1 PE=1 SV=1,3,10694621.75,8513876,27181564.5,28397515,13827399.5,33627081,8763473.5,13361401,7395246.5
Q6PDY2,2-aminoethanethiol dioxygenase OS=Mus musculus OX=10090 GN=Ado PE=1 SV=2,3,64667375,59543548,52883273,54916848,60592063,50231018,59001873,61846505,59782021
Q6PE01,U5 small nuclear ribonucleoprotein 40 kDa protein OS=Mus musculus OX=10090 GN=Snrnp40 PE=1 SV=1,1,7927184,8680597,8575351,0,0,0,4259111.5,9153473,0
Q6PE13,Proline-rich transmembrane protein 3 OS=Mus musculus OX=10090 GN=Prrt3 PE=1 SV=1,3,532878217.5,545571634,299884378.5,603492846,599075008,689421391,611053744,581026417,634446158
Q6PE15,"Mycophenolic acid acyl-glucuronide esterase, mitochondrial OS=Mus musculus OX=10090 GN=Abhd10 PE=1 SV=1",1,8465613,10317225,0,6277988.5,4625888.5,4643658.5,9388251,7474053,6501460.5
Q6PER3,Microtubule-associated protein RP/EB family member 3 OS=Mus musculus OX=10090 GN=Mapre3 PE=1 SV=1,11,364324357,267552833.8,152830222.3,232004817.8,203674077.3,192328120.5,230191027,210937137.5,219285687.8
Q6PEV3,WAS/WASL-interacting protein family member 2 OS=Mus musculus OX=10090 GN=Wipf2 PE=1 SV=1,2,23727342,18212054,7489591,2623368.25,0,6079098.5,4507148.5,10878603,8501315.5
Q6PF93,Phosphatidylinositol 3-kinase catalytic subunit type 3 OS=Mus musculus OX=10090 GN=Pik3c3 PE=1 SV=1,1,11752372,0,4907441,8152880,0,0,5207674.5,0,5217484.5
Q6PFD5,Disks large-associated protein 3 OS=Mus musculus OX=10090 GN=Dlgap3 PE=1 SV=1,25,1267221260,730426194,562431061.3,193749101,183101444.1,82358118.5,496703010.8,450706602.6,447000165.9
Q6PFX8,N-acetylaspartylglutamate synthase A OS=Mus musculus OX=10090 GN=Rimkla PE=1 SV=1,4,61435006.5,128143614,86557129,3909476.25,0,0,34695874,38612951.5,45653999.5
Q6PGB6,N-alpha-acetyltransferase 50 OS=Mus musculus OX=10090 GN=Naa50 PE=1 SV=1,2,18869862,18128482.5,14186581.25,16917464,17954174.5,14032388.5,15662350.25,18070585,18310954
Q6PGC1,ATP-dependent RNA helicase DHX29 OS=Mus musculus OX=10090 GN=Dhx29 PE=1 SV=1,4,36600357.5,22921101.25,16893778.75,0,3246205,5860553.75,13780771.63,10844950,8566594.25
Q6PGF7,Exocyst complex component 8 OS=Mus musculus OX=10090 GN=Exoc8 PE=1 SV=1,2,17297461.5,13030756.5,13225637,8275053.5,14305478,6878657.5,10337569.5,11489856,9302303
Q6PGL7,WASH complex subunit 2 OS=Mus musculus OX=10090 GN=Washc2 PE=1 SV=1,150,76541992228,61912633913,31425214472,1876436232,952196160.6,1271455925,24946986140,25147260707,26106079366
Q6PGN3,Serine/threonine-protein kinase DCLK2 OS=Mus musculus OX=10090 GN=Dclk2 PE=1 SV=1,7,107371483.5,62320394.5,63202257.5,59653852,47790010.25,50780661.75,53337054.25,57961625.25,66008062.25
Q6PHN9,Ras-related protein Rab-35 OS=Mus musculus OX=10090 GN=Rab35 PE=1 SV=1,10,163991761,154390965.3,126484616.1,137841181.5,162547980.3,132823843,132847051,147977973,136305836.3
Q6PHU5,Sortilin OS=Mus musculus OX=10090 GN=Sort1 PE=1 SV=1,4,39432734.5,33249369.5,28937356,27894839.5,19226595,25810143,30943659.5,22295302,33499539.5
Q6PHZ2,Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Mus musculus OX=10090 GN=Camk2d PE=1 SV=1,9,607449436.3,804402788,346133956,654568088,693604527,445955365,556933072.9,572775428,597514264
Q6PIC6,Sodium/potassium-transporting ATPase subunit alpha-3 OS=Mus musculus OX=10090 GN=Atp1a3 PE=1 SV=1,68,28620636585,19845788507,15456072809,22075714984,22133702503,20694775283,20950334367,21264297585,21036143504
Q6PIE5,Sodium/potassium-transporting ATPase subunit alpha-2 OS=Mus musculus OX=10090 GN=Atp1a2 PE=1 SV=1,38,5385448032,4094324941,3084823296,4575582262,8091292600,3897866557,3863436185,6928632304,4125726799
Q6Q477,Plasma membrane calcium-transporting ATPase 4 OS=Mus musculus OX=10090 GN=Atp2b4 PE=1 SV=1,16,474320538.5,378668637.5,290309300,319563441.8,390903052.8,342159438.8,366777551.5,374622302.5,332593524.8
Q6R0H7,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Mus musculus OX=10090 GN=Gnas PE=1 SV=1,9,162646960.8,129775938.3,149627582.5,108597884,119670603.8,99759443,129693949.9,122161421.8,126551179
Q6R891,Neurabin-2 OS=Mus musculus OX=10090 GN=Ppp1r9b PE=1 SV=1,4,89931898.5,46579680,26768212,14757696.75,18201501.5,22626009.5,25799671,28712688.75,40408123.5
Q6RHR9,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 OS=Mus musculus OX=10090 GN=Magi1 PE=1 SV=1",2,15212399.5,14536286,6082176.5,5289515.5,0,0,8531807,10303374.25,9426020
Q6TCG2,Membrane progesterone receptor epsilon OS=Mus musculus OX=10090 GN=Paqr9 PE=1 SV=2,1,3359217,3993437.75,3509802.25,3689158.25,4259037,3267991,3986478.25,3797268,4225005.5
Q6WQJ1,Sn1-specific diacylglycerol lipase alpha OS=Mus musculus OX=10090 GN=Dagla PE=1 SV=2,2,18680775.5,14939092.5,9463341.25,12420724.5,16014358,12250027.5,11958205.5,13490239,14726051
Q6WVG3,BTB/POZ domain-containing protein KCTD12 OS=Mus musculus OX=10090 GN=Kctd12 PE=1 SV=1,12,368978088.5,309619447.8,247682249.3,334494586,314432289,277433302.8,282904317.3,307884500.5,278986417.3
Q6X893,Choline transporter-like protein 1 OS=Mus musculus OX=10090 GN=Slc44a1 PE=1 SV=3,2,24214873.5,28974919.5,40064318,28210705,40504260,22284991.25,35882582,29350951.5,29751937
Q6ZPE2,Myotubularin-related protein 5 OS=Mus musculus OX=10090 GN=Sbf1 PE=1 SV=2,19,202465550.3,161225739.9,157649018.3,167481238.5,180094194.3,141074803.8,164667280.8,170283256,161797272.4
Q6ZPF3,T-lymphoma invasion and metastasis-inducing protein 2 OS=Mus musculus OX=10090 GN=Tiam2 PE=1 SV=2,1,8237978.5,10107441,9032745,5500161,4537176.5,3638621.5,11913728,10380870,7688041
Q6ZPJ3,(E3-independent) E2 ubiquitin-conjugating enzyme UBE2O OS=Mus musculus OX=10090 GN=Ube2o PE=1 SV=3,18,373621715.5,280881701.5,279263936.3,292954431.3,359982726.5,267907830.5,273871010.3,304867897.3,298584049
Q6ZPQ6,Membrane-associated phosphatidylinositol transfer protein 2 OS=Mus musculus OX=10090 GN=Pitpnm2 PE=1 SV=2,8,101285744.5,89156803,95798665.5,64608648.25,70172399.5,72212701.5,71232903.5,75293208,53311713
Q6ZPU9,KIF1-binding protein OS=Mus musculus OX=10090 GN=Kif1bp PE=1 SV=2,3,72375116,55966254,49032592,55591002,58232957,53316261.5,49543983,55561591,63295510
Q6ZQ08,CCR4-NOT transcription complex subunit 1 OS=Mus musculus OX=10090 GN=Cnot1 PE=1 SV=2,8,63231024,42326860.5,39687444.25,11999247,10100665,21739217,37696837.5,25758823,42679128.5
Q6ZQ18,Protein EFR3 homolog B OS=Mus musculus OX=10090 GN=Efr3b PE=1 SV=2,6,70391067.5,61380147.25,46638878.5,51689158.5,54226911.75,48659341,55638140,46832288.75,55274639.5
Q6ZQ29,Serine/threonine-protein kinase TAO2 OS=Mus musculus OX=10090 GN=Taok2 PE=1 SV=3,1,8883470,5584870,4291684.5,5235416.5,6307933.5,4567600.5,6248800,5171211.5,4920001
Q6ZQ38,Cullin-associated NEDD8-dissociated protein 1 OS=Mus musculus OX=10090 GN=Cand1 PE=1 SV=2,29,1605612874,1323117012,911170402.7,1470601556,1541254274,1192151339,1225740404,1177602143,1253271188
Q6ZQ82,Rho GTPase-activating protein 26 OS=Mus musculus OX=10090 GN=Arhgap26 PE=1 SV=3,2,95425084,229219677,2100942509,479510446,338781443.5,992595920,743770667,740437648,735866736
Q6ZQI3,Malectin OS=Mus musculus OX=10090 GN=Mlec PE=1 SV=2,1,18735226,11611255,7850793.5,11231238,8140543.5,13527272,13570058,12434530,14670277
Q6ZQK5,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 OS=Mus musculus OX=10090 GN=Acap2 PE=1 SV=2",3,37600813,9410120,19673432.5,7825298.5,13386526.5,18709953.5,14793382.5,16508544.5,10654191
Q6ZWN5,40S ribosomal protein S9 OS=Mus musculus OX=10090 GN=Rps9 PE=1 SV=3,2,37456391,30080419,17991607,34345136,58727448,39513428,46547823,41247212,46137355.25
Q6ZWR6,Nesprin-1 OS=Mus musculus OX=10090 GN=Syne1 PE=1 SV=2,2,33265714,25031656,14655855,24337866,24648244,16236545,18110288,20453740,20658542
Q6ZWU9,40S ribosomal protein S27 OS=Mus musculus OX=10090 GN=Rps27 PE=1 SV=3,2,56459296,49390702,34974569.5,39513817,49446380,34174149,43867955,37402454,46806461
Q6ZWV3,60S ribosomal protein L10 OS=Mus musculus OX=10090 GN=Rpl10 PE=1 SV=3,2,19881562,22735875,19953424,19859700,25652563,17404108,22201321,21798569,21999383
Q6ZWX6,Eukaryotic translation initiation factor 2 subunit 1 OS=Mus musculus OX=10090 GN=Eif2s1 PE=1 SV=3,13,367395027,346509533,215473365.5,277345726,330943333,281989403.5,332416637,331609581,348915826
Q71LX4,Talin-2 OS=Mus musculus OX=10090 GN=Tln2 PE=1 SV=3,30,281896572.4,259579413.1,246646779.8,266179786.3,267068306.3,254971114,248847011.8,266128515.8,266021658.6
Q71RI9,Kynurenine--oxoglutarate transaminase 3 OS=Mus musculus OX=10090 GN=Kyat3 PE=1 SV=1,3,16010378,7412949.5,18933998.5,15074972.5,16856935.75,17998127.5,12162175.5,14777841.75,15744908.5
Q76MZ3,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Mus musculus OX=10090 GN=Ppp2r1a PE=1 SV=3,20,1315822783,749209619.5,951243464.3,1250469008,1266260190,980227020,689389802.5,1034942020,1046584658
Q78IK2,Up-regulated during skeletal muscle growth protein 5 OS=Mus musculus OX=10090 GN=Usmg5 PE=1 SV=1,4,174648104.3,192469275,166439968.5,179389816,203577635.3,177765684.5,179258318.5,179219879,175888348
Q78IK4,MICOS complex subunit Mic27 OS=Mus musculus OX=10090 GN=Apool PE=1 SV=1,2,31872941,27370778,18623033.5,22562136.5,28321812,24428808.5,26416607,27021228.5,26526799.5
Q78JE5,F-box only protein 22 OS=Mus musculus OX=10090 GN=Fbxo22 PE=1 SV=2,2,18164486,14518089,8306440.5,7715632,12653377,0,7778164.5,7805489.5,9093452
Q78JW9,Ubiquitin domain-containing protein UBFD1 OS=Mus musculus OX=10090 GN=Ubfd1 PE=1 SV=2,3,60823299,52570579,27133229,13662505.75,3591287.25,11852323.88,27071861.5,28246268.5,28957871.75
Q78PG9,Coiled-coil domain-containing protein 25 OS=Mus musculus OX=10090 GN=Ccdc25 PE=1 SV=1,1,5409983,4637879,4606474.5,4400896,5197915.5,3291326.75,5279344,4948081,4845821.5
Q78PY7,Staphylococcal nuclease domain-containing protein 1 OS=Mus musculus OX=10090 GN=Snd1 PE=1 SV=1,15,150477895.9,148003864.3,144509123.8,114764105.5,117181692.5,112991017.6,108529518.9,133184535.9,127263141.3
Q78ZA7,Nucleosome assembly protein 1-like 4 OS=Mus musculus OX=10090 GN=Nap1l4 PE=1 SV=1,9,370972162,252958445.5,126696325.5,42308015,36816669.5,29861769.75,133226180,138388652,142448849.5
Q791T5,Mitochondrial carrier homolog 1 OS=Mus musculus OX=10090 GN=Mtch1 PE=1 SV=1,8,160232608.5,101803506.8,67537277.25,81865401.5,75913040.25,76049922.5,88091758.75,80724674,88097574.5
Q791V5,Mitochondrial carrier homolog 2 OS=Mus musculus OX=10090 GN=Mtch2 PE=1 SV=1,4,37080782.5,32991828,27325734,22621734,37280487.5,38199899.5,36717904,28423787.5,31586021.5
Q7M6Y3,Phosphatidylinositol-binding clathrin assembly protein OS=Mus musculus OX=10090 GN=Picalm PE=1 SV=1,4,98694422,71646400,53058984,26068720.63,22818392.5,3670055,27311551,42557021,42025638.5
Q7M750,Opalin OS=Mus musculus OX=10090 GN=Opalin PE=1 SV=1,2,13470250,13299631,9715957,32370896,34715129,25109396.5,32825804,18976065,21963849
Q7TMB8,Cytoplasmic FMR1-interacting protein 1 OS=Mus musculus OX=10090 GN=Cyfip1 PE=1 SV=1,10,130120433,107440473.5,101646471.5,109577690.5,144586095.3,115637715,102420940,125434790.5,122367456
Q7TMC8,L-fucose kinase OS=Mus musculus OX=10090 GN=Fuk PE=1 SV=1,2,14078774.5,9816035.5,12176288,13348975,4521882.5,12202409.5,11696464.5,14829587.5,13284193.5
Q7TME0,Phospholipid phosphatase-related protein type 4 OS=Mus musculus OX=10090 GN=Plppr4 PE=1 SV=2,21,609462993,462965860.5,329577197.8,226543112.5,279155604.8,238652697.5,332013756.5,322743368.3,344276913.8
Q7TMK9,Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus OX=10090 GN=Syncrip PE=1 SV=2,9,226966788,236985538.8,160017395.3,52518122,69688466.75,36675907.63,100572702.6,98124623,152477544.5
Q7TMM9,Tubulin beta-2A chain OS=Mus musculus OX=10090 GN=Tubb2a PE=1 SV=1,17,28517640854,26895315880,22421996874,25961092203,27269242666,23735492906,25096297375,25747189796,24857129698
Q7TMQ7,WD repeat-containing protein 91 OS=Mus musculus OX=10090 GN=Wdr91 PE=1 SV=1,2,10026588,9907149.5,7529740.25,6403151.75,6042227.5,3181584.25,6922114.5,7921592.75,7001514.5
Q7TMY8,E3 ubiquitin-protein ligase HUWE1 OS=Mus musculus OX=10090 GN=Huwe1 PE=1 SV=5,20,140815098.5,142596972.8,109984916.8,166713794.5,180389472,167109936,154130475.3,161836532.5,153374372.3
Q7TN29,Stromal membrane-associated protein 2 OS=Mus musculus OX=10090 GN=Smap2 PE=1 SV=1,5,100441171,75814557,48366885,31992566,28287187,40456619.5,63184654.5,41460700.5,49850226.5
Q7TN99,Cytoplasmic polyadenylation element-binding protein 3 OS=Mus musculus OX=10090 GN=Cpeb3 PE=1 SV=1,5,142297103,174256201.5,125089418,166878737.5,207380298.3,143932235.1,156898396,145455038.3,162471775.8
Q7TNG5,Echinoderm microtubule-associated protein-like 2 OS=Mus musculus OX=10090 GN=Eml2 PE=1 SV=1,8,157822490.5,148569241.5,133173138,144407391.5,128726736.5,126439513,109268374,118114755,93074461
Q7TNM2,Tripartite motif-containing protein 46 OS=Mus musculus OX=10090 GN=Trim46 PE=1 SV=1,1,8904046,8327568,7407274,8635950,6449676.5,6202751.5,7582220.5,8678771,9396051
Q7TPB0,Phospholipid phosphatase-related protein type 3 OS=Mus musculus OX=10090 GN=Plppr3 PE=1 SV=1,9,91953701.75,99940833.25,75923128,70791492,87425248.25,80944641.25,94996882,124206410.8,142182400.3
Q7TPD3,Roundabout homolog 2 OS=Mus musculus OX=10090 GN=Robo2 PE=1 SV=2,3,17984379.5,19396981.25,14142889.25,22147734,16469237,13749224.5,17123317.5,14379605.25,16362232.5
Q7TPM6,Fibronectin type III and SPRY domain-containing protein 1 OS=Mus musculus OX=10090 GN=Fsd1 PE=1 SV=1,11,155933131,89545218,85327804.25,105066607,106958497.5,101286347.8,104328701,107585768.8,106081271.3
Q7TPR4,Alpha-actinin-1 OS=Mus musculus OX=10090 GN=Actn1 PE=1 SV=1,21,458658284.5,355648908.4,298397860.5,298441306.5,288948907.1,252417544.9,349561664.8,310733306.9,285712950.6
Q7TQ95,Endoplasmic reticulum junction formation protein lunapark OS=Mus musculus OX=10090 GN=Lnpk PE=1 SV=1,1,29280614,50858884,8417061,48324084,62881468,61986948,46037976,44303744,42801788
Q7TQD2,Tubulin polymerization-promoting protein OS=Mus musculus OX=10090 GN=Tppp PE=1 SV=1,17,1970297146,1204124766,992543019.6,364438067.7,353287291.3,223842419.8,861479853,768853348.1,877496597.5
Q7TQF7,Amphiphysin OS=Mus musculus OX=10090 GN=Amph PE=1 SV=1,16,498185478,276455453,213602132.8,65853273.88,62351358,63567251.63,174362697.8,181486802.3,182227034.5
